origin,n_forecasts,sarima_MAE,naive_MAE,MAE_improvement_pct,sarima_sMAPE,naive_sMAPE,sMAPE_improvement_pct
2022-03-01,123,934.5187480712282,2392.1788617886177,60.93441159443679,4.937273657891477,15.715584972903354,68.58358332569694
2022-06-01,123,971.0220030896122,1710.6178861788617,43.235598614097356,5.526406955087292,10.169600096436728,45.657578442797764
2022-09-01,123,1097.8587972839757,1546.9024390243903,29.02856899130757,5.653360581882331,8.71554695234687,35.134758463322505
2022-12-01,123,1259.3571238698185,1507.4552845528456,16.458077611013195,7.008578434619167,9.235798586051141,24.115079282865175
2023-03-01,123,696.2235952210154,1377.5447154471544,49.45909287634125,4.11281505515695,7.437560187154721,44.70209380947101
2023-06-01,123,753.5910734230997,1191.0081300813008,36.7266222295512,4.050348161671363,7.113865254391982,43.06403035718528
2023-09-01,123,719.5252682264692,1057.39837398374,31.953246200326234,4.049216530971125,6.842529809548603,40.82281489924193
2023-12-01,123,1067.7785053293273,1377.8373983739837,22.503300709544078,6.688992942280116,7.577129007217417,11.721274167185591
2024-03-01,123,607.0541702952714,1332.6747967479675,54.44843920087459,3.7572730804436563,7.393245902479347,49.17965491742073
